DateTimePhoto,Code_exp,Code_Lieu,Phone,TypeNetwork_Fixed,aim_x_dd,aim_y_dd,aim.x,aim.y,point_x_dd,point_y_dd,point.x,point.y,distance_s12,distance_lon_UMT,distance_lat_UMT
2020:01:12 12:36:57,N18E5,ARVR,Experimental,3G,47.03736944,6.874911111,338546.57738,5211608.6202,47.050556,6.890278,339753.54608,5213042.3983,1874.2456269,1206.9687004,1433.7781341
2020:01:12 12:37:28,N18S5,ARVR,Standard,4G,47.03736944,6.874911111,338546.57738,5211608.6202,47.031389,6.875833,338598.57779,5210942.1396,668.53677228,52.000406168,666.48054915
2020:01:12 13:35:59,N18E6,BOUD,Experimental,3G,47.02778333,6.887863889,339501.88393,5210516.7188,47.025278,6.884167,339213.44591,5210245.9002,395.66721683,288.43802099,270.81867137
2020:01:12 13:36:58,N18S6,BOUD,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:12 14:13:52,N18S7,FRBD,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:12 14:18:13,N18E7,FRBD,Experimental,3G,47.01961111,6.904538889,340744.64229,5209574.5209,47.020556,6.899722,340381.38654,5209689.3324,380.98362692,363.2557461,114.81156082
2020:01:12 14:37:36,N18E8,FFBO,Experimental,3G,47.01455556,6.908419444,341024.54613,5209004.8343,47.016667,6.905278,340792.05881,5209245.8524,334.88946646,232.48732246,241.01808092
2020:01:12 14:38:09,N18S8,FFBO,Standard,4G,47.01455556,6.908419444,341024.54613,5209004.8343,47.015556,6.907222,340936.5063,5209118.4407,143.73411053,88.039833125,113.60636702
2020:01:12 14:58:45,N18E9,CRFO,Experimental,3G,47.01142222,6.906258333,340850.9791,5208661.0317,47.0125,6.903056,340610.77944,5208787.3145,271.38478404,240.199663,126.28284623
2020:01:12 14:59:47,N18S9,CRFO,Standard,4G,47.01142222,6.906258333,340850.9791,5208661.0317,47.011389,6.906111,340839.68167,5208657.6396,11.796190324,11.297427505,3.3920872239
2020:01:12 15:18:24,N18E10,CRCH,Experimental,3G,47.007325,6.903783333,340650.66576,5208210.7613,47.0125,6.903056,340610.77944,5208787.3145,577.9625167,39.886319097,576.55322619
2020:01:12 15:18:56,N18S10,CRCH,Standard,4G,47.007325,6.903783333,340650.66576,5208210.7613,47.011944,6.902778,340587.99417,5208726.0949,519.15843699,62.671589487,515.33359735
2020:01:12 15:55:18,N18E11,SPON,Experimental,3G,46.99013056,6.908894444,340988.16524,5206289.64,46.991389,6.911111,341160.44133,5206424.9863,219.09422115,172.27608408,135.34627193
2020:01:12 15:56:16,N18S11,SPON,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:12 16:15:24,N18E12,GORG,Experimental,3G,46.98966944,6.911566667,341189.99387,5206232.9763,46.991389,6.911111,341160.44133,5206424.9863,194.281721,29.552539842,192.00992951
2020:01:12 16:16:01,N18S12,GORG,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 09:47:47,N19E1,GALO,Experimental,3G,47.05758611,6.746161111,328829.86764,5214128.8638,47.056389,6.746667,328864.45469,5213994.728,138.52392841,34.587052006,134.1357965
2020:01:18 09:48:43,N19S1,GALO,Standard,4G,47.05758611,6.746161111,328829.86764,5214128.8638,47.055833,6.745278,328757.18637,5213935.9818,206.12233273,72.681269222,192.88196451
2020:01:18 10:16:36,N19E2,BCEC,Experimental,3G,47.0621,6.745227778,328773.44564,5214632.5132,47.055,6.748611,329007.64962,5213836.1244,830.11672923,234.20398271,796.38878421
2020:01:18 10:17:05,N19S2,BCEC,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 10:43:36,N19E3,SAAB,Experimental,3G,47.07007778,6.751058333,329241.68958,5215506.3007,47.054722,6.748611,329006.76058,5213805.2317,1717.2276232,234.92900391,1701.0690676
2020:01:18 10:44:19,N19S3,SAAB,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 11:01:37,N19E4,CCHP,Experimental,3G,47.07184722,6.749775,329149.90911,5215705.733,47.054722,6.748611,329006.76058,5213805.2317,1905.8986013,143.1485311,1900.5013463
2020:01:18 11:01:59,N19S4,CCHP,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 11:31:06,N19E5,FERM,Experimental,3G,47.08025,6.75442,329529.38355,5216629.3601,47.0775,6.783889,331757.74833,5216259.948,2258.7790759,2228.3647767,369.41209113
2020:01:18 11:31:38,N19S5,FERM,Standard,4G,47.08025,6.75442,329529.38355,5216629.3601,47.075833,6.779444,331415.04592,5216084.2734,1962.8670892,1885.6623756,545.0866976
2020:01:18 12:13:12,N19E6,CHOU,Experimental,3G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 12:13:41,N19S6,ESCA,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 13:21:15,N19E7,MAIL,Experimental,3G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 13:21:42,N19S7,MAIL,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 13:56:52,N19E8,VREV,Experimental,3G,47.10425,6.803947222,333363.96217,5219189.6146,47.097778,6.833056,335552.718,5218408.7679,2323.9110968,2188.7558211,780.84670455
2020:01:18 13:57:20,N19S8,VREV,Standard,4G,47.10425,6.803947222,333363.96217,5219189.6146,47.161389,6.93,343096.72236,5225278.3457,11480.792272,9732.7601871,6088.7310823
2020:01:18 14:21:37,N19E9,CRET,Experimental,3G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 14:21:59,N19S9,CRET,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:18 14:59:53,N19E10,GACH,Experimental,3G,47.09890278,6.825008333,334945.48683,5218550.7191,47.098056,6.823611,334836.83092,5218459.5706,141.82778367,108.65590998,91.148528298
2020:01:18 15:00:52,N19S10,GACH,Standard,4G,47.09890278,6.825008333,334945.48683,5218550.7191,47.098889,6.825,334944.81188,5218549.2054,1.6574353556,0.67495070072,1.5137275811
2020:01:19 09:40:04,N20E1,GALO,Experimental,4G,47.05758611,6.746161111,328829.86764,5214128.8638,47.056111,6.746667,328863.56486,5213963.8352,168.43471981,33.697216968,165.02858573
2020:01:19 09:40:41,N20S1,GALO,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 10:08:47,N20E2,BCEC,Experimental,4G,47.0621,6.745227778,328773.44564,5214632.5132,47.052222,6.749444,329062.03284,5213525.5986,1143.921831,288.58719756,1106.9146476
2020:01:19 10:09:22,N20S2,BCEC,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 10:37:57,N20E3,SAAB,Experimental,4G,47.07007778,6.751058333,329241.68958,5215506.3007,47.058611,6.744722,328723.86031,5214245.9046,1362.6315869,517.82927462,1260.3960992
2020:01:19 10:38:22,N20S3,SAAB,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 10:56:25,N20S4,CCHP,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 10:57:31,N20E4,CCHP,Experimental,4G,47.07184722,6.749775,329149.90911,5215705.733,47.058611,6.744722,328723.86031,5214245.9046,1520.7377933,426.04880181,1459.8283779
2020:01:19 11:29:28,N20E5,FERM,Experimental,4G,47.08025,6.75442,329529.38355,5216629.3601,47.0775,6.783889,331757.74833,5216259.948,2258.7790759,2228.3647767,369.41209113
2020:01:19 11:29:53,N20S5,FERM,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 12:16:14,N20E6,CHOU,Experimental,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 12:16:48,N20S6,ESCA,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 14:16:48,N20E7,MAIL,Experimental,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 14:17:19,N20S7,MAIL,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 14:54:43,N20E8,VREV,Experimental,4G,47.10425,6.803947222,333363.96217,5219189.6146,47.161389,6.93,343096.72236,5225278.3457,11480.792272,9732.7601871,6088.7310823
2020:01:19 14:55:18,N20S8,VREV,Standard,4G,47.10425,6.803947222,333363.96217,5219189.6146,47.161389,6.93,343096.72236,5225278.3457,11480.792272,9732.7601871,6088.7310823
2020:01:19 15:21:45,N20E9,CRET,Experimental,4G,47.10624444,6.812616667,334027.97658,5219392.806,47.105278,6.820278,334606.28026,5219269.1712,591.3814188,578.30368145,123.63480996
2020:01:19 15:22:29,N20S9,CRET,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:19 16:00:32,N20E10,GACH,Experimental,4G,47.09890278,6.825008333,334945.48683,5218550.7191,47.098889,6.824444,334902.61993,5218550.3794,42.869029876,42.866905008,0.33975849766
2020:01:19 16:01:37,N20S10,GACH,Standard,4G,47.09890278,6.825008333,334945.48683,5218550.7191,47.099167,6.824444,334903.47963,5218581.2725,51.944520979,42.007208634,30.553345417
2020:01:26 09:22:49,N21S1,HGGA,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 09:27:57,N21E1,HGGA,Experimental,4G,47.04779167,6.874791667,338568.95736,5212767.043,47.046111,6.880556,339001.74373,5212568.4013,476.21293561,432.78636786,198.64173236
2020:01:26 09:56:12,N21E2,SGAF,Experimental,4G,47.05589444,6.879594444,338958.16773,5213657.5722,47.046111,6.880556,339001.74373,5212568.4013,1090.0942161,43.576002221,1089.1709561
2020:01:26 09:56:55,N21S2,SGAF,Standard,4G,47.05589444,6.879594444,338958.16773,5213657.5722,47.046111,6.880556,339001.74373,5212568.4013,1090.0942161,43.576002221,1089.1709561
2020:01:26 10:18:17,N21E3,FAFO,Experimental,4G,47.05625,6.883172222,339230.9553,5213689.726,47.056944,6.8975,340321.16073,5213737.505,1091.2929552,1090.205433,47.77908226
2020:01:26 10:18:37,N21S3,FAFO,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 10:52:37,N21E4,JGAZ,Experimental,4G,47.05073611,6.886836111,339492.6622,5213069.468,47.046944,6.882778,339173.0317,5212656.3996,522.31538993,319.6305009,413.06834654
2020:01:26 10:53:08,N21S4,JGAZ,Standard,4G,47.05073611,6.886836111,339492.6622,5213069.468,47.045,6.897222,340264.37679,5212410.7854,1014.6403498,771.71459204,658.68254341
2020:01:26 11:33:33,N21S5,ARVR,Standard,4G,47.03736944,6.874911111,338546.57738,5211608.6202,47.037778,6.875278,338575.6835,5211653.2648,53.296787012,29.106117522,44.644603394
2020:01:26 12:15:53,N21E6,BOUD,Experimental,4G,47.02778333,6.887863889,339501.88393,5210516.7188,47.026667,6.886111,339365.33838,5210396.262,182.09158836,136.54554251,120.45684515
2020:01:26 12:16:13,N21S6,BOUD,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 12:51:47,N21S7,FRBD,Standard,4G,47.01961111,6.904538889,340744.64229,5209574.5209,47.0175,6.901111,340477.84038,5209346.9022,350.7206973,266.80190577,227.61863144
2020:01:26 12:53:00,N21E7,FRBD,Experimental,4G,47.01961111,6.904538889,340744.64229,5209574.5209,47.019444,6.901667,340525.88729,5209561.7971,219.1337107,218.75499482,12.723815198
2020:01:26 13:18:25,N21E8,FFBO,Experimental,4G,47.01455556,6.908419444,341024.54613,5209004.8343,47.015278,6.905278,340787.92877,5209091.4993,252.00021888,236.61735655,86.665058735
2020:01:26 13:19:11,N21S8,FFBO,Standard,4G,47.01455556,6.908419444,341024.54613,5209004.8343,47.016667,6.904167,340707.62061,5209248.1123,399.5507543,316.92552345,243.2780247
2020:01:26 13:39:54,N21E9,CRFO,Experimental,4G,47.01142222,6.906258333,340850.9791,5208661.0317,47.011389,6.9025,340565.21145,5208664.9865,285.80679523,285.76765043,3.9547955962
2020:01:26 13:40:43,N21S9,CRFO,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 14:00:49,N21E10,CRCH,Experimental,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 14:01:16,N21S10,CRCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 14:48:56,N21E11,SPON,Experimental,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:26 14:49:31,N21S11,SPON,Standard,4G,46.99013056,6.908894444,340988.16524,5206289.64,46.989444,6.909444,341027.91684,5206212.2305,87.024200084,39.751596664,77.409462751
2020:01:26 15:11:21,N21E12,GORG,Experimental,4G,46.98966944,6.911566667,341189.99387,5206232.9763,46.990278,6.912222,341241.62833,5206299.2739,84.037014504,51.634461472,66.297588393
2020:01:26 15:12:01,N21S12,GORG,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:28 16:39:30,N22S1,GANE,Standard,4G,46.99615278,6.935441667,343024.45061,5206905.3049,46.996944,6.933889,342908.71915,5206996.3426,147.25493368,115.73145968,91.037743097
2020:01:28 16:42:55,N22E1,GANE,Experimental,2G,46.99615278,6.935441667,343024.45061,5206905.3049,46.994444,6.933333,342859.11503,5206719.6454,248.62107255,165.33557871,185.65951436
2020:01:28 17:03:18,N22E2,EGAD,Experimental,2G,46.99444444,6.935377778,343014.58824,5206715.5935,46.993889,6.937222,343153.18542,5206650.1752,153.26842831,138.5971796,65.418355188
2020:01:28 17:03:45,N22S2,EGAD,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:28 17:32:17,N22E3,PORT,Experimental,2G,46.98968889,6.936086111,343054.51889,5206185.7133,46.993611,6.936667,343110.1724,5206620.3941,438.25688244,55.653505486,434.68074254
2020:01:28 17:33:20,N22S3,PORT,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:28 17:55:26,N22E4,MOCH,Experimental,2G,46.99176944,6.928591667,342490.75329,5206431.9591,46.994167,6.9275,342414.79626,5206700.584,279.17407668,75.957022135,268.6248733
2020:01:28 17:56:03,N22S4,MOCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:28 18:09:56,N22E5,ESCH,Experimental,2G,46.99189,6.92735,342396.69468,5206447.8542,46.994167,6.9275,342414.79626,5206700.584,253.39271155,18.101583604,252.72980175
2020:01:28 18:11:11,N22S5,ESCH,Standard,4G,46.99189,6.92735,342396.69468,5206447.8542,46.991944,6.927222,342387.12073,5206454.1125,11.438561595,9.573950935,6.2583299745
2020:01:29 18:36:17,N23E1,GANE,Experimental,3G,46.99615278,6.935441667,343024.45061,5206905.3049,46.995556,6.929167,342545.62645,5206851.5838,481.85219431,478.82415437,53.721108625
2020:01:29 18:36:48,N23S1,GANE,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:29 18:55:07,N23E2,EGAD,Experimental,3G,46.99444444,6.935377778,343014.58824,5206715.5935,46.993889,6.9375,343174.32299,5206649.6185,172.83234315,159.7347545,65.975064535
2020:01:29 18:55:53,N23S2,EGAD,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:29 19:19:36,N23E3,PORT,Experimental,3G,46.98968889,6.936086111,343054.51889,5206185.7133,46.993333,6.934167,342919.27043,5206594.5124,430.61789919,135.24846203,408.79908488
2020:01:29 19:20:18,N23S3,PORT,Standard,4G,46.98968889,6.936086111,343054.51889,5206185.7133,46.989722,6.936111,343056.50842,5206189.3428,4.1392505658,1.9895263114,3.6294758394
2020:01:29 19:41:09,N23E4,MOCH,Experimental,3G,46.99176944,6.928591667,342490.75329,5206431.9591,46.991944,6.928333,342471.59803,5206451.8773,27.635892689,19.155258045,19.918211058
2020:01:29 19:41:48,N23S4,MOCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:29 19:55:20,N23E5,ESCH,Experimental,3G,46.99189,6.92735,342396.69468,5206447.8542,46.994722,6.928333,342479.76407,5206760.5826,323.59275641,83.069394544,312.72842613
2020:01:29 19:55:59,N23S5,ESCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:30 17:34:07,N24E1,GANE,Experimental,4G,46.99615278,6.935441667,343024.45061,5206905.3049,46.997778,6.9425,343565.84935,5207071.7841,566.44656402,541.39874814,166.47924624
2020:01:30 17:35:01,N24S1,GANE,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:30 17:52:50,N24E2,EGAD,Experimental,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994444,6.934444,342943.5884,5206717.4168,71.026796294,70.999834817,1.8232640596
2020:01:30 17:53:30,N24S2,EGAD,Standard,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994444,6.935278,343007.00046,5206715.7447,7.5896596315,7.5877742773,0.15111240186
2020:01:30 18:14:33,N24E3,PORT,Experimental,4G,46.98968889,6.936086111,343054.51889,5206185.7133,46.991111,6.933333,342849.34129,5206349.2657,262.40190906,205.17760139,163.55235059
2020:01:30 18:15:16,N24S3,PORT,Standard,4G,46.98968889,6.936086111,343054.51889,5206185.7133,46.989722,6.936111,343056.50842,5206189.3428,4.1392505658,1.9895263114,3.6294758394
2020:01:30 18:38:13,N24E4,MOCH,Experimental,4G,46.99176944,6.928591667,342490.75329,5206431.9591,46.994444,6.926389,342331.13751,5206733.6017,341.29011484,159.61577982,301.64258172
2020:01:30 18:38:55,N24S4,MOCH,Standard,4G,46.99176944,6.928591667,342490.75329,5206431.9591,46.991667,6.928611,342491.92224,5206420.5366,11.482885117,1.168953278,11.422523743
2020:01:30 18:54:18,N24E5,ESCH,Experimental,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:01:30 18:54:47,N24S5,ESCH,Standard,4G,46.99189,6.92735,342396.69468,5206447.8542,46.991944,6.9275,342408.25906,5206453.5531,12.893000244,11.564382634,5.698916886
2020:02:06 18:36:27,N25S1,GANE,Standard,4G,46.99615278,6.935441667,343024.45061,5206905.3049,46.995833,6.935833,343053.26749,5206868.985,46.36591008,28.816884236,36.319898428
2020:02:06 18:38:56,N25E1,GANE,Experimental,2G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:06 18:56:27,N25S2,EGAD,Standard,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994167,6.935556,343027.32639,5206684.4058,33.690896446,12.738154891,31.18776418
2020:02:06 18:58:26,N25E2,EGAD,Experimental,2G,46.99444444,6.935377778,343014.58824,5206715.5935,46.993889,6.937222,343153.18542,5206650.1752,153.26842831,138.5971796,65.418355188
2020:02:06 19:18:00,N25S3,PORT,Standard,4G,46.98968889,6.936086111,343054.51889,5206185.7133,46.989722,6.936111,343056.50842,5206189.3428,4.1392505658,1.9895263114,3.6294758394
2020:02:06 19:19:07,N25E3,PORT,Experimental,2G,46.98968889,6.936086111,343054.51889,5206185.7133,46.993611,6.936944,343131.23404,5206619.8392,440.8800093,76.715154787,434.12588587
2020:02:06 19:44:24,N25S4,MOCH,Standard,4G,46.99176944,6.928591667,342490.75329,5206431.9591,46.991667,6.928611,342491.92224,5206420.5366,11.482885117,1.168953278,11.422523743
2020:02:06 19:46:21,N25E4,MOCH,Experimental,2G,46.99176944,6.928591667,342490.75329,5206431.9591,46.994167,6.9275,342414.79626,5206700.584,279.17407668,75.957022135,268.6248733
2020:02:06 19:58:55,N25S5,ESCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:06 20:00:21,N25E5,ESCH,Experimental,2G,46.99189,6.92735,342396.69468,5206447.8542,46.994167,6.9275,342414.79626,5206700.584,253.39271155,18.101583604,252.72980175
2020:02:07 18:34:06,N26E1,GANE,Experimental,3G,46.99615278,6.935441667,343024.45061,5206905.3049,46.996111,6.933889,342906.27695,5206903.7754,118.18946238,118.17365397,1.529460554
2020:02:07 18:34:44,N26S1,GANE,Standard,4G,46.99615278,6.935441667,343024.45061,5206905.3049,46.996111,6.935556,343033.02109,5206900.4329,9.8589892259,8.5704864701,4.8719698545
2020:02:07 18:51:08,N26E2,EGAD,Experimental,3G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994167,6.938056,343217.41151,5206679.3981,206.03812984,202.82326859,36.195487997
2020:02:07 18:51:31,N26S2,EGAD,Standard,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994444,6.935278,343007.00046,5206715.7447,7.5896596315,7.5877742773,0.15111240186
2020:02:07 19:14:03,N26E3,PORT,Experimental,3G,46.98968889,6.936086111,343054.51889,5206185.7133,46.994167,6.938056,343217.41151,5206679.3981,519.89671707,162.89261723,493.68473578
2020:02:07 19:14:34,N26S3,PORT,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:07 19:37:49,N26E4,MOCH,Experimental,3G,46.99176944,6.928591667,342490.75329,5206431.9591,46.991389,6.927778,342427.76556,5206391.3194,74.964176257,62.987727646,40.639714628
2020:02:07 19:38:18,N26S4,MOCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:07 19:52:02,N26E5,ESCH,Experimental,3G,46.99189,6.92735,342396.69468,5206447.8542,46.994167,6.9275,342414.79626,5206700.584,253.39271155,18.101583604,252.72980175
2020:02:07 19:52:57,N26S5,ESCH,Standard,4G,46.99189,6.92735,342396.69468,5206447.8542,46.991667,6.9275,342407.4445,5206422.7715,27.290809154,10.749822367,25.082703441
2020:02:08 17:02:43,N27E1,GANE,Experimental,4G,46.99615278,6.935441667,343024.45061,5206905.3049,46.996389,6.932778,342822.62168,5206936.8974,204.29678596,201.82892183,31.592483445
2020:02:08 17:03:15,N27S1,GANE,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:08 17:21:23,N27E2,EGAD,Experimental,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.993889,6.937222,343153.18542,5206650.1752,153.26842831,138.5971796,65.418355188
2020:02:08 17:21:46,N27S2,EGAD,Standard,4G,46.99444444,6.935377778,343014.58824,5206715.5935,46.994444,6.935278,343007.00046,5206715.7447,7.5896596315,7.5877742773,0.15111240186
2020:02:08 17:43:56,N27E3,PORT,Experimental,4G,46.98968889,6.936086111,343054.51889,5206185.7133,46.993889,6.937222,343153.18542,5206650.1752,474.85629073,98.66652824,464.46186859
2020:02:08 17:44:20,N27S3,PORT,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:08 18:08:43,N27E4,MOCH,Experimental,4G,46.99176944,6.928591667,342490.75329,5206431.9591,46.994722,6.926944,342374.15392,5206763.3773,351.3518276,116.5993637,331.41815772
2020:02:08 18:09:10,N27S4,MOCH,Standard,4G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020:02:08 18:22:50,N27E5,ESCH,Experimental,4G,46.99189,6.92735,342396.69468,5206447.8542,46.994722,6.926944,342374.15392,5206763.3773,316.34648276,22.540757964,315.52308617
2020:02:08 18:23:48,N27S5,ESCH,Standard,4G,46.99189,6.92735,342396.69468,5206447.8542,46.991667,6.927778,342428.58294,5206422.2121,40.921295332,31.888265539,25.642041808
